Human_Left_Thigh (Ang),Human_Left_Thigh (Vel),Human_Left_Thigh (Acc),Human_Left_Calf (Ang),Human_Left_Calf (Vel),Human_Left_Calf (Acc),Human_Right_Thigh (Ang),Human_Right_Thigh (Vel),Human_Right_Thigh (Acc),Human_Right_Calf (Ang),Human_Right_Calf (Vel),Human_Right_Calf (Acc),Left_Plantar_Pressure (1),Left_Plantar_Pressure (2),Left_Plantar_Pressure (3),Right_Plantar_Pressure (1),Right_Plantar_Pressure (2),Right_Plantar_Pressure (3)
93.642,17.395,-0.183105,101.915,28.7476,-0.183594,60.9906,-79.5288,0.0727539,100.934,-136.475,-0.53418,228,142,182,6,8,113
93.8287,17.395,-0.183105,101.915,28.7476,-0.183594,60.9906,-79.5288,0.0727539,100.934,-136.475,-0.53418,215,137,191,6,11,117
94.0594,18.9209,-0.209961,102.189,28.7476,-0.170898,60.4193,-75.5005,0.0551758,99.7314,-140.137,-0.507812,215,137,191,6,11,117
94.0594,18.9209,-0.209961,102.189,28.7476,-0.170898,60.4193,-71.228,0.0185547,99.7314,-140.137,-0.469727,216,153,226,6,7,111
94.2902,16.4185,-0.263672,102.469,28.4424,-0.181641,59.892,-71.228,0.0185547,98.5229,-143.677,-0.469727,249,149,207,8,8,103
94.2902,16.4185,-0.263672,102.469,28.4424,-0.181641,59.892,-71.228,-0.0166016,98.5229,-143.677,-0.459961,249,149,207,8,8,103
94.2902,16.4185,-0.263672,102.469,28.4424,-0.188965,59.425,-65.918,-0.0166016,97.3419,-147.583,-0.459961,249,149,207,8,8,103
94.2902,16.4185,-0.263672,102.755,28.0762,-0.188965,59.425,-65.918,-0.0166016,97.3419,-147.583,-0.459961,249,149,207,8,8,103
94.5374,15.564,-0.280273,102.755,28.0762,-0.188965,59.425,-65.918,-0.0166016,97.3419,-147.583,-0.459961,240,154,192,7,8,104
94.5374,15.564,-0.280273,102.755,28.0762,-0.177734,59.0186,-59.9976,-0.0625,97.3419,-151.917,-0.490234,240,154,192,7,8,104
94.5374,15.564,-0.280273,102.755,27.71,-0.177734,59.0186,-59.9976,-0.0625,96.1829,-151.917,-0.490234,240,154,192,7,8,104
94.5374,15.3198,-0.265625,103.046,27.71,-0.177734,59.0186,-59.9976,-0.0625,96.1829,-151.917,-0.490234,240,154,192,7,8,104
94.79,15.3198,-0.265625,103.046,27.71,-0.177734,59.0186,-59.9976,-0.0625,96.1829,-151.917,-0.490234,240,154,192,7,8,104
94.79,15.3198,-0.265625,103.046,27.71,-0.177734,59.0186,-59.9976,-0.0625,96.1829,-151.917,-0.490234,8,170,145,5,6,103
94.79,15.3198,-0.265625,103.046,27.71,-0.177734,59.0186,-53.894,-0.0961914,96.1829,-151.917,-0.554199,8,170,145,5,6,103
94.79,15.3198,-0.265625,103.046,27.5879,-0.175781,58.6725,-53.894,-0.0961914,95.0238,-155.945,-0.554199,8,170,145,5,6,103
95.0153,15.0757,-0.246582,103.337,27.5879,-0.175781,58.6725,-53.894,-0.0961914,95.0238,-155.945,-0.554199,244,174,166,6,7,140
95.0153,15.0757,-0.246582,103.337,27.5879,-0.175781,58.6725,-53.894,-0.111328,95.0238,-155.945,-0.599609,244,174,166,6,7,140
95.2075,15.1978,-0.235352,103.623,27.0386,-0.176758,58.3813,-46.875,-0.111328,93.8483,-158.997,-0.599609,242,170,90,7,10,140
95.2075,15.1978,-0.235352,103.623,27.0386,-0.176758,58.3813,-46.875,-0.113281,93.8483,-158.997,-0.601562,242,170,90,7,10,140
95.2075,15.1978,-0.235352,103.623,26.6113,-0.168457,58.1561,-39.3066,-0.113281,92.6453,-161.194,-0.601562,242,170,90,7,10,140
95.2075,15.8081,-0.214355,103.909,26.6113,-0.168457,58.1561,-39.3066,-0.113281,92.6453,-161.194,-0.601562,242,170,90,7,10,140
95.3723,15.8081,-0.214355,103.909,26.6113,-0.168457,58.1561,-39.3066,-0.113281,92.6453,-161.194,-0.601562,5,169,74,6,8,144
95.3723,15.8081,-0.214355,103.909,26.6113,-0.168457,58.1561,-39.3066,-0.113281,92.6453,-161.194,-0.601562,5,169,74,6,8,144
95.3723,15.8081,-0.214355,103.909,26.6113,-0.168457,58.1561,-39.3066,-0.113281,92.6453,-161.194,-0.591797,5,169,74,6,8,144
95.3723,15.8081,-0.214355,103.909,26.3672,-0.154297,58.0188,-31.25,-0.125488,91.4093,-162.781,-0.591797,5,169,74,6,8,144
95.3723,15.8081,-0.189453,104.178,26.3672,-0.154297,58.0188,-31.25,-0.125488,91.4093,-162.781,-0.591797,5,169,74,6,8,144
95.5371,16.6016,-0.189453,104.178,26.3672,-0.154297,58.0188,-31.25,-0.125488,91.4093,-162.781,-0.591797,18,180,62,6,7,138
95.5371,16.6016,-0.189453,104.178,26.3672,-0.154297,58.0188,-31.25,-0.124512,91.4093,-162.781,-0.586426,18,180,62,6,7,138
95.5371,16.6016,-0.189453,104.178,26.2451,-0.155762,57.9639,-23.4985,-0.124512,90.1514,-164.185,-0.586426,18,180,62,6,7,138
95.5371,18.0054,-0.166016,104.436,26.2451,-0.155762,57.9639,-23.4985,-0.124512,90.1514,-164.185,-0.586426,18,180,62,6,7,138
95.7184,18.0054,-0.166016,104.436,26.2451,-0.155762,57.9639,-23.4985,-0.124512,90.1514,-164.185,-0.586426,18,180,62,6,7,138
95.9106,19.5923,-0.147949,104.683,26.1841,-0.156738,57.9803,-16.2354,-0.118164,88.8605,-165.405,-0.574219,1,181,14,5,7,146
95.9106,19.5923,-0.147949,104.683,26.1841,-0.156738,57.9803,-16.2354,-0.118164,88.8605,-165.405,-0.574219,80,214,15,4,8,140
95.9106,19.5923,-0.147949,104.683,26.1841,-0.156738,57.9803,-9.27734,-0.12207,88.8605,-165.405,-0.551758,80,214,15,4,8,140
95.9106,19.5923,-0.147949,104.683,26.123,-0.166504,58.0682,-9.27734,-0.12207,87.5531,-166.626,-0.551758,80,214,15,4,8,140
95.9106,19.5923,-0.147949,104.936,26.123,-0.166504,58.0682,-9.27734,-0.12207,87.5531,-166.626,-0.551758,80,214,15,4,8,140
96.1194,19.8364,-0.134277,104.936,26.123,-0.166504,58.0682,-9.27734,-0.12207,87.5531,-166.626,-0.551758,80,214,15,4,8,140
96.1194,19.8364,-0.134277,104.936,26.123,-0.166504,58.0682,-9.27734,-0.12207,87.5531,-166.626,-0.551758,79,232,48,5,8,140
